domain,feature_name,story_id,story_title,resource,is_combined,description,acceptance_criteria,tags,policy_status
NS,[SEC-NS] Network Security — MCSB v2,SEC-9,[SEC-9] Connect On-Premises or Cloud Network Privately: Virtual Desktop,Virtual Desktop,True,"As a cloud engineer, I want to assess Azure Virtual Desktop network configuration — host pool and workspace private endpoint, Conditional Access MFA coverage for AVD sign-in, and RDP Shortpath scope restriction to managed networks — so that NS-9 gaps in secure private desktop access configuration are identified. Key Azure Policy built-ins applicable: ⚠️ ""Azure Virtual Desktop host pools should use private endpoints"" (training data — verify exact display name against current MCSB v2 preview policy list).","Virtual Desktop NS-9 configuration assessed against MCSB baseline and host pools without private endpoints, missing MFA Conditional Access, or with unmanaged-network RDP Shortpath enabled identified.
Azure Policy compliance evaluated for private endpoint and network isolation controls applicable to Virtual Desktop host pools and workspaces.
Gap findings documented with remediation scope and affected host pool and workspace configurations noted.",Security,uncertain
NS,[SEC-NS] Network Security — MCSB v2,SEC-9,[SEC-9] Connect On-Premises or Cloud Network Privately: Nutanix on Azure,Nutanix on Azure,True,"As a cloud engineer, I want to assess Nutanix Cloud Clusters on Azure network security — dedicated VNet isolation, Prism Central management plane access restrictions, Azure Firewall egress control, and Nutanix security hardening configuration — so that NS-9 gaps in bare-metal cluster network boundary protection are identified. Key Azure Policy built-ins applicable: ⚠️ No confirmed Nutanix on Azure-specific policy built-ins in MCSB v2 preview — assessment relies on VNet isolation and Azure Firewall egress configuration manual audit.","Nutanix on Azure NS-9 configuration assessed against MCSB baseline and clusters without dedicated VNet isolation or with unrestricted Prism Central management plane access identified.
Azure Policy coverage for Nutanix on Azure controls evaluated; gaps in automated compliance detection noted.
Gap findings documented with remediation scope and affected Nutanix cluster and management network configurations noted.",Security,none
NS,[SEC-NS] Network Security — MCSB v2,SEC-9,[SEC-9] Connect On-Premises or Cloud Network Privately: VMware Solution,VMware Solution,True,"As a cloud engineer, I want to assess Azure VMware Solution connectivity and microsegmentation — ExpressRoute-only management access, NSX-T distributed firewall coverage for VM workloads, T0/T1 gateway north-south rule configuration, and default credential rotation — so that NS-9 gaps in private cloud network isolation are documented. Key Azure Policy built-ins applicable: ⚠️ No confirmed Azure VMware Solution-specific NS-9 policy built-ins in MCSB v2 preview — assessment relies on ExpressRoute connectivity and NSX-T distributed firewall configuration manual audit.","VMware Solution NS-9 configuration assessed against MCSB baseline and private clouds with management access outside ExpressRoute or NSX-T distributed firewall gaps identified.
Azure Policy coverage for Azure VMware Solution controls evaluated; gaps in automated compliance detection noted.
Gap findings documented with remediation scope and affected private cloud and NSX-T gateway rule configurations noted.",Security,none
NS,[SEC-NS] Network Security — MCSB v2,SEC-10,[SEC-10] Ensure Domain Name System (DNS) Security: DNS,DNS,True,"As a cloud engineer, I want to assess Azure DNS security configuration — Private DNS zone coverage and naming accuracy for all private endpoint types, DNS zone group linkage completeness, DNS Private Resolver hybrid forwarding, and Defender for DNS enablement — so that NS-10 gaps where private endpoint DNS resolution returns public IPs or hybrid DNS routes through unmonitored forwarder VMs are identified. Key Azure Policy built-ins applicable: ⚠️ ""Azure DNS zones should use private DNS"" (training data — DNS NS-10 built-ins are typically scoped per private endpoint resource type, not DNS service itself; verify applicable IDs against current MCSB v2 preview list).","DNS NS-10 configuration assessed against MCSB baseline and private endpoints with missing Private DNS zone group linkage or returning public IP on resolution identified.
Azure Policy compliance evaluated for per-resource-type Private DNS zone group built-ins applicable to the in-scope private endpoint estate.
Gap findings documented with remediation scope and affected DNS zone, zone group, and Private Resolver configurations noted.",Security,uncertain
IM,[SEC-IM] Identity Management — MCSB v2,SEC-1,[SEC-1] Use Centralized Identity and Authentication System: Active Directory Domain Services,Active Directory Domain Services,True,"As a cloud engineer, I want to assess Active Directory Domain Services hybrid identity posture — AAD Connect Health monitoring status, LDAP over TLS (port 636) enforcement, domain controller hardening baseline, Tier-0 asset Conditional Access coverage, and on-premises to Entra ID federation configuration — so that IM-1 gaps in centralized identity sync and hybrid authentication integrity are identified and documented. Key Azure Policy built-ins applicable: ⚠️ [""Azure Active Directory Domain Services managed domains should use TLS 1.2 only mode""](https://www.azadvertizer.net/azpolicyadvertizer.html) (training data — verify exact display name; no dedicated AD DS policy-reference page confirmed in MCSB v2 preview).","Active Directory Domain Services IM-1 configuration assessed against MCSB baseline and deviations from hybrid identity sync security and domain controller hardening standards identified.
Azure Policy compliance evaluated for TLS 1.2 enforcement on managed domain; gaps in policy automation for AD DS noted where built-ins are absent.
Gap findings documented with remediation scope and affected domain controllers, sync configurations, and Entra ID federation settings noted.",Security,uncertain
IM,[SEC-IM] Identity Management — MCSB v2,SEC-2,[SEC-2] Protect Identity and Authentication Systems,,False,"As a cloud engineer, I want to assess Entra ID Identity Protection configuration — user risk and sign-in risk policy thresholds, risky user and sign-in alert routing to Sentinel, password protection with banned password list, smart lockout policy, and AAD Connect Health monitoring coverage — so that IM-2 gaps in proactive identity threat detection and authentication resilience are identified. Key Azure Policy built-ins applicable: [""MFA should be enabled on accounts with owner permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""MFA should be enabled on accounts with write permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Identity Protection IM-2 configuration assessed against MCSB baseline and tenants without risk policies, Sentinel alert routing, or smart lockout enforcement identified.
Azure Policy compliance evaluated for: [""MFA should be enabled on accounts with owner permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""MFA should be enabled on accounts with write permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected Identity Protection policy and alert configuration noted.",Security,confirmed
IM,[SEC-IM] Identity Management — MCSB v2,SEC-3,[SEC-3] Manage Application Identities Securely and Automatically: Bot Service,Bot Service,True,"As a cloud engineer, I want to assess Bot Service identity configuration — managed identity assignment for bot app authentication, absence of stored credentials in app settings, Azure AD token validation for Direct Line channel, and HTTPS enforcement across all bot channels — so that IM-3 gaps where bot workloads rely on static credentials or unauthenticated channel access are identified. Key Azure Policy built-ins applicable: ⚠️ [""Bot Service endpoint should be a valid HTTPS URI""](https://learn.microsoft.com/en-us/azure/bot-service/policy-reference) (training data — verify exact display name and IM-3 mapping against current MCSB v2 preview policy list).","Bot Service IM-3 configuration assessed against MCSB baseline and bot registrations without managed identity, with stored credentials, or with HTTP-accessible channels identified.
Azure Policy compliance evaluated for HTTPS endpoint enforcement controls applicable to Bot Service; gaps in managed identity policy automation noted.
Gap findings documented with remediation scope and affected Bot Service registration and channel configurations noted.",Security,uncertain
IM,[SEC-IM] Identity Management — MCSB v2,SEC-3,[SEC-3] Manage Application Identities Securely and Automatically: Universal Print,Universal Print,True,"As a cloud engineer, I want to assess Universal Print identity configuration — managed identity assignment for print connector authentication, Azure AD group-based print queue access control, and absence of shared credentials for printer registration — so that IM-3 gaps where print connectors authenticate with static credentials or queues lack group-based access control are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Universal Print in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on connector managed identity and print queue RBAC manual audit.","Universal Print IM-3 configuration assessed against MCSB baseline and connectors without managed identity or queues without Azure AD group access control identified.
Azure Policy coverage for Universal Print controls evaluated; built-ins absent for this resource — assessment relies on Defender for Cloud recommendations and manual configuration audit.
Gap findings documented with remediation scope and affected print connector and queue access control configurations noted.",Security,none
IM,[SEC-IM] Identity Management — MCSB v2,SEC-4,[SEC-4] Authenticate Server and Services: Attestation,Attestation,True,"As a cloud engineer, I want to assess Azure Attestation service identity and authentication posture — mTLS enforcement for attestation requests, policy signing certificate approval status, audit logging of attestation request events, and private endpoint configuration for the attestation endpoint — so that IM-4 gaps in service-to-service authentication integrity and attestation policy governance are identified. Key Azure Policy built-ins applicable: ⚠️ [""Azure Attestation providers should disable public network access""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference) (training data — verify exact display name against current MCSB v2 preview policy list).","Attestation IM-4 configuration assessed against MCSB baseline and providers without private endpoint, missing mTLS enforcement, or unsigned attestation policies identified.
Azure Policy compliance evaluated for public network access controls applicable to Azure Attestation; gaps in built-in policy coverage noted.
Gap findings documented with remediation scope and affected Attestation provider and policy signing configurations noted.",Security,uncertain
IM,[SEC-IM] Identity Management — MCSB v2,SEC-4,[SEC-4] Authenticate Server and Services: Trusted Hardware Identity Management,Trusted Hardware Identity Management,True,"As a cloud engineer, I want to assess Trusted Hardware Identity Management service configuration — hardware identity certificate chain validation process, managed identity integration for THIM service operations, and audit logging coverage of certificate issuance and renewal events — so that IM-4 gaps in hardware certificate trust chain integrity and service identity management are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Trusted Hardware Identity Management in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on certificate chain and managed identity manual audit.","Trusted Hardware Identity Management IM-4 configuration assessed against MCSB baseline and instances with unvalidated certificate chains or missing managed identity integration identified.
Azure Policy coverage for THIM controls evaluated; built-ins absent for this resource — assessment relies on Defender for Cloud recommendations and manual configuration audit.
Gap findings documented with remediation scope and affected THIM certificate issuance and renewal audit log configurations noted.",Security,none
IM,[SEC-IM] Identity Management — MCSB v2,SEC-5,[SEC-5] Use Single Sign-On (SSO) for Application Access: API Management,API Management,True,"As a cloud engineer, I want to assess API Management identity and SSO configuration — OAuth2/OIDC policy coverage for API consumer authentication, managed identity assignment for backend service calls, subscription key rotation policy and scope restrictions, and developer portal Entra ID integration status with local account usage — so that IM-5 gaps where APIs are accessible without federated identity or via over-scoped subscription keys are identified. Key Azure Policy built-ins applicable: [""API Management subscriptions should not be scoped to all APIs""](https://learn.microsoft.com/en-us/azure/api-management/policy-reference), ⚠️ [""API Management calls to API backends should be authenticated""](https://learn.microsoft.com/en-us/azure/api-management/policy-reference) (training data — verify exact display name against current MCSB v2 preview policy list).","API Management IM-5 configuration assessed against MCSB baseline and services with subscription keys scoped to all APIs, local developer portal accounts, or backends without authenticated managed identity calls identified.
Azure Policy compliance evaluated for: [""API Management subscriptions should not be scoped to all APIs""](https://learn.microsoft.com/en-us/azure/api-management/policy-reference) and applicable backend authentication controls.
Gap findings documented with remediation scope and affected API Management service, product, and backend connection configurations noted.",Security,uncertain
IM,[SEC-IM] Identity Management — MCSB v2,SEC-6,[SEC-6] Use Strong Authentication Controls,,False,"As a cloud engineer, I want to assess tenant-wide MFA and authentication control configuration — Conditional Access MFA policy coverage for all users and privileged roles, legacy authentication protocol block policy status, phishing-resistant MFA method (FIDO2/Windows Hello for Business) enforcement for privileged users, and Authenticator number matching and additional context enablement — so that IM-6 gaps in strong authentication coverage and legacy protocol exposure are identified. Key Azure Policy built-ins applicable: [""MFA should be enabled on accounts with owner permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""MFA should be enabled on accounts with write permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""MFA should be enabled on accounts with read permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Strong authentication IM-6 configuration assessed across the tenant and accounts without MFA Conditional Access coverage, legacy authentication policy gaps, or privileged users lacking phishing-resistant MFA methods identified.
Azure Policy compliance evaluated for: [""MFA should be enabled on accounts with owner permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""MFA should be enabled on accounts with write permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""MFA should be enabled on accounts with read permissions on your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected Conditional Access policies, user populations, and authentication method configurations noted.",Security,confirmed
IM,[SEC-IM] Identity Management — MCSB v2,SEC-7,[SEC-7] Restrict Resource Access Based on Conditions: Spatial Anchors,Spatial Anchors,True,"As a cloud engineer, I want to assess Azure Spatial Anchors identity and access configuration — Conditional Access policy coverage for spatial anchor access token issuance, RBAC assignment audit across Spatial Anchors Account Owner, Reader, and Contributor roles, and diagnostic log configuration for anchor access events — so that IM-7 gaps in condition-based access enforcement and least-privilege RBAC for spatial anchor resources are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Spatial Anchors in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Conditional Access policy coverage and RBAC manual audit.","Spatial Anchors IM-7 configuration assessed against MCSB baseline and accounts without Conditional Access token issuance controls or with over-privileged RBAC assignments identified.
Azure Policy coverage for Spatial Anchors controls evaluated; built-ins absent for this resource — assessment relies on Defender for Cloud recommendations and Conditional Access manual audit.
Gap findings documented with remediation scope and affected Spatial Anchors account, access token policy, and RBAC configurations noted.",Security,none
IM,[SEC-IM] Identity Management — MCSB v2,SEC-8,[SEC-8] Restrict the Exposure of Credential and Secrets,,False,"As a cloud engineer, I want to assess secrets and credential exposure posture across the environment — Key Vault usage coverage versus plaintext secrets in configs, code, environment variables, and ADO pipelines, Defender for DevOps secret scanning status in connected repositories, service principal secret expiry enforcement (90-day maximum), and storage shared key authentication disabled status — so that IM-8 gaps in credential hygiene and secret sprawl are identified and scoped for remediation. Key Azure Policy built-ins applicable: [""Key vaults should have soft delete enabled""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference), [""Key Vault secrets should have an expiration date set""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference).","Secrets exposure IM-8 configuration assessed against MCSB baseline and environments with plaintext credentials, missing Key Vault adoption, disabled secret scanning, or service principals without expiry enforcement identified.
Azure Policy compliance evaluated for: [""Key vaults should have soft delete enabled""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference), [""Key Vault secrets should have an expiration date set""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference).
Gap findings documented with remediation scope and affected secret storage configurations, repositories, service principals, and storage account authentication settings noted.",Security,confirmed
PA,[SEC-PA] Privileged Access — MCSB v2,SEC-1,[SEC-1] Separate and Limit Highly Privileged Users,,False,"As a cloud engineer, I want to assess the scope and configuration of highly privileged role assignments across the tenant — Global Administrator count and cloud-only status, Subscription Owner inventory, PIM coverage for eligible role assignments, and privileged role reduction exercise documentation — so that PA-1 gaps where standing privileged access exceeds MCSB baseline thresholds or where on-premises synced accounts hold privileged roles are identified. Key Azure Policy built-ins applicable: [""There should be more than one owner assigned to your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""A maximum of 3 owners should be designated for your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Privileged role assignment PA-1 configuration assessed across the tenant and deviations from MCSB privileged user count thresholds, cloud-only account requirements, and PIM eligibility coverage identified.
Azure Policy compliance evaluated for: [""There should be more than one owner assigned to your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""A maximum of 3 owners should be designated for your subscription""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected privileged role assignments, synced accounts, and PIM configuration instances noted.",Security,confirmed
PA,[SEC-PA] Privileged Access — MCSB v2,SEC-2,[SEC-2] Avoid Standing Access for User Accounts and Permissions: Automation,Automation,True,"As a cloud engineer, I want to assess Azure Automation account identity and access configuration — system-assigned managed identity adoption replacing deprecated RunAs accounts, runbook execution scheduling for just-in-time privileged sessions, private endpoint network isolation for the Automation account, and audit log coverage for runbook executions — so that PA-2 gaps where standing privileged access persists through Automation RunAs accounts or always-on execution schedules are identified. Key Azure Policy built-ins applicable: [""Automation account variables should be encrypted""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), ⚠️ [""Azure Automation accounts should disable public network access""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference) (training data — verify exact display name against current MCSB v2 preview policy list).","Automation PA-2 configuration assessed against MCSB baseline and accounts with active RunAs accounts, always-on privileged runbook schedules, or missing private endpoint identified.
Azure Policy compliance evaluated for: [""Automation account variables should be encrypted""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference) and applicable public network access controls.
Gap findings documented with remediation scope and affected Automation account, RunAs credential, and runbook schedule configurations noted.",Security,uncertain
PA,[SEC-PA] Privileged Access — MCSB v2,SEC-3,[SEC-3] Manage Lifecycle of Identities and Entitlements,,False,"As a cloud engineer, I want to assess identity lifecycle management configuration — Entra ID Entitlement Management access package coverage and approval workflow status, SCIM-based automated provisioning and deprovisioning for connected applications, Joiner-Mover-Leaver process documentation and testing evidence, stale account detection threshold enforcement (90+ days inactive leading to auto-disable), and guest account expiry policy — so that PA-3 gaps in entitlement lifecycle automation and orphaned account risk are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for identity lifecycle management controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Entra ID Governance Entitlement Management and manual lifecycle process audit.","Identity lifecycle PA-3 configuration assessed across the tenant and missing access packages, SCIM provisioning gaps, undocumented JML processes, or stale accounts beyond the 90-day threshold identified.
Azure Policy coverage for identity lifecycle controls evaluated; built-ins absent for this control — assessment relies on Entra ID Governance Entitlement Management and SCIM connector manual audit.
Gap findings documented with remediation scope and affected access packages, SCIM connectors, and guest account expiry configurations noted.",Security,none
PA,[SEC-PA] Privileged Access — MCSB v2,SEC-4,[SEC-4] Review and Reconcile User Access Regularly,,False,"As a cloud engineer, I want to assess Entra ID Access Review configuration and cadence — quarterly privileged role review schedule, semi-annual group membership review coverage, reviewer assignment (line manager or resource owner), no-response action setting (auto-deny versus auto-approve), and Access Review outcome audit log routing — so that PA-4 gaps in regular access reconciliation coverage and auto-approve misconfiguration risk are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for access review scheduling or configuration in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Entra ID Governance Access Reviews manual audit.","Access review PA-4 configuration assessed across the tenant and privileged roles or group memberships without active quarterly or semi-annual review schedules, or reviews configured with auto-approve on no response, identified.
Azure Policy coverage for access review controls evaluated; built-ins absent for this control — assessment relies on Entra ID Governance Access Reviews configuration manual audit.
Gap findings documented with remediation scope and affected Access Review scope, reviewer assignments, and no-response action configurations noted.",Security,none
PA,[SEC-PA] Privileged Access — MCSB v2,SEC-5,[SEC-5] Set Up Emergency Access,,False,"As a cloud engineer, I want to assess emergency access (break-glass) account configuration — presence of two cloud-only Global Administrator break-glass accounts, absence of shared MFA methods with production accounts, split-custody password storage documentation, Conditional Access policy exclusion status, sign-in alert configuration for any break-glass usage, and quarterly validation test evidence — so that PA-5 gaps in emergency access readiness and monitoring coverage are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for emergency access account configuration in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Entra ID account configuration and Conditional Access exclusion manual audit.","Emergency access PA-5 configuration assessed against MCSB baseline and tenants missing compliant break-glass accounts, with shared MFA methods, without Conditional Access exclusion, or lacking sign-in alerting identified.
Azure Policy coverage for emergency access controls evaluated; built-ins absent for this control — assessment relies on Entra ID account configuration, Conditional Access, and monitoring manual audit.
Gap findings documented with remediation scope and affected break-glass account configurations, CA policy exclusions, and sign-in alert settings noted.",Security,none
PA,[SEC-PA] Privileged Access — MCSB v2,SEC-6,[SEC-6] Use Privileged Access Workstations: Cloud Shell,Cloud Shell,True,"As a cloud engineer, I want to assess Azure Cloud Shell privileged access workstation controls — Conditional Access policy coverage requiring compliant device or Bastion for Cloud Shell access, Cloud Shell storage account private endpoint configuration, RBAC access restrictions on the Cloud Shell storage account, and session audit logging enablement — so that PA-6 gaps where Cloud Shell is accessible from non-PAW devices or where Cloud Shell storage lacks network isolation are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Cloud Shell PAW enforcement in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — Conditional Access device compliance is an Entra ID control; Cloud Shell storage account network controls assessed via storage account policies.","Cloud Shell PA-6 configuration assessed against MCSB baseline and environments without compliant-device Conditional Access policy for Cloud Shell, missing storage account private endpoint, or absent session audit logging identified.
Azure Policy coverage for Cloud Shell PAW controls evaluated; built-ins absent for this resource — Conditional Access device compliance is the primary assessment mechanism; storage account network controls assessed separately under NS-2.
Gap findings documented with remediation scope and affected Cloud Shell storage account, Conditional Access policy, and audit log configurations noted.",Security,none
PA,[SEC-PA] Privileged Access — MCSB v2,SEC-7,[SEC-7] Follow Just Enough Administration (Least Privilege) Principle: Lighthouse,Lighthouse,True,"As a cloud engineer, I want to assess Azure Lighthouse managed tenant delegation configuration — role assignment least-privilege review across all active delegations, absence of Owner-level delegations (Contributor as maximum allowed role), quarterly delegation audit log review cadence, and customer-visible approval workflow documentation — so that PA-7 gaps where Lighthouse delegations grant excessive privilege or lack audit oversight are identified. Key Azure Policy built-ins applicable: ⚠️ [""Azure Lighthouse delegations should only be authorized to specific managing tenants""](https://www.azadvertizer.net/azpolicyadvertizer.html) (training data — verify exact display name against current MCSB v2 preview policy list).","Lighthouse PA-7 configuration assessed against MCSB baseline and delegations with Owner-level roles, missing least-privilege role review, or absent quarterly audit cadence identified.
Azure Policy compliance evaluated for Lighthouse delegation scope controls; ⚠️ ""Azure Lighthouse delegations should only be authorized to specific managing tenants"" flagged for verification against current MCSB v2 preview policy list.
Gap findings documented with remediation scope and affected Lighthouse delegation role assignments and managing tenant authorization configurations noted.",Security,uncertain
PA,[SEC-PA] Privileged Access — MCSB v2,SEC-8,[SEC-8] Choose Approval Process for Microsoft Support Access: Customer Lockbox,Customer Lockbox,True,"As a cloud engineer, I want to assess Customer Lockbox configuration for Microsoft support access approval — Lockbox enablement status at the tenant level, Lockbox Approver role assignment to designated security personnel, approval SLA awareness and auto-deny behavior within the 12-hour default window, and Lockbox request audit log routing to Microsoft Sentinel — so that PA-8 gaps where Microsoft support access bypasses customer approval or Lockbox request events lack security monitoring are identified. Key Azure Policy built-ins applicable: [""Customer Lockbox for Microsoft Azure should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Customer Lockbox PA-8 configuration assessed against MCSB baseline and tenants without Lockbox enabled, without designated Approver role assignments, or without Lockbox audit log routing to Sentinel identified.
Azure Policy compliance evaluated for: [""Customer Lockbox for Microsoft Azure should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected Customer Lockbox enablement, Approver assignment, and audit log routing configurations noted.",Security,confirmed
DP,[SEC-DP] Data Protection — MCSB v2,SEC-1,"[SEC-1] Discover, Classify, and Label Sensitive Data: Information Protection",Information Protection,True,"As a cloud engineer, I want to assess Microsoft Information Protection sensitivity label configuration — label taxonomy coverage (Public/Internal/Confidential/Restricted), auto-labeling policy coverage for known sensitive data patterns, and label inheritance enforcement for data copied to Azure Storage — so that DP-1 gaps where sensitive data lacks appropriate classification or labeling automation are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for data classification and sensitivity labeling controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Microsoft Purview sensitivity label reports and manual auto-labeling policy audit.","Information Protection DP-1 configuration assessed against MCSB baseline and environments missing label taxonomy coverage, auto-labeling policy gaps, or label inheritance failures for Azure Storage data identified.
Azure Policy coverage for data classification controls evaluated; built-ins absent for this control — assessment relies on Microsoft Information Protection admin center and sensitivity label analytics manual audit.
Gap findings documented with remediation scope and affected label policies, auto-labeling scopes, and storage label inheritance configurations noted.",Security,none
DP,[SEC-DP] Data Protection — MCSB v2,SEC-1,"[SEC-1] Discover, Classify, and Label Sensitive Data: Purview",Purview,True,"As a cloud engineer, I want to assess Microsoft Purview data governance posture — data catalog scan coverage across Storage, SQL, Synapse, and ADLS, classification rule configuration for sensitive data patterns, sensitive data discovery report completeness, DLP policy enforcement status, and Insider Risk Management integration — so that DP-1 gaps in sensitive data discovery and automated classification coverage are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Purview data catalog scanning or DLP policy enforcement in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Purview Data Map scan results and compliance portal manual audit.","Purview DP-1 configuration assessed against MCSB baseline and data sources without active catalog scans, missing classification rules for sensitive patterns, or absent DLP policy enforcement identified.
Azure Policy coverage for Purview data governance controls evaluated; built-ins absent for this control — assessment relies on Purview Data Map scan coverage and compliance portal reports.
Gap findings documented with remediation scope and affected data sources, classification rules, DLP policies, and Insider Risk Management configurations noted.",Security,none
DP,[SEC-DP] Data Protection — MCSB v2,SEC-1,"[SEC-1] Discover, Classify, and Label Sensitive Data: Data Share",Data Share,True,"As a cloud engineer, I want to assess Azure Data Share data classification and access control posture — sensitivity classification of shared datasets before sharing, absence of Confidential/Restricted data in unapproved shares, recipient identity validation process, snapshot access review cadence, and shared dataset sensitivity label coverage — so that DP-1 gaps where sensitive data is shared without appropriate classification or recipient validation are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Data Share classification controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Data Share invitation audit and dataset sensitivity label manual review.","Data Share DP-1 configuration assessed against MCSB baseline and active shares containing Confidential/Restricted datasets without approval documentation, or missing recipient identity validation, identified.
Azure Policy coverage for Data Share classification controls evaluated; built-ins absent for this control — assessment relies on Data Share invitation log and sensitivity label manual audit.
Gap findings documented with remediation scope and affected share invitations, shared datasets, and snapshot access review configurations noted.",Security,none
DP,[SEC-DP] Data Protection — MCSB v2,SEC-2,[SEC-2] Monitor Anomalies and Threats Targeting Sensitive Data: Data Explorer,Data Explorer,True,"As a cloud engineer, I want to assess Azure Data Explorer anomalous access monitoring configuration — Defender for Databases enablement for anomalous query detection, row-level security policy coverage on sensitive tables, query audit log routing to Log Analytics, and access pattern baseline documentation — so that DP-2 gaps in sensitive data threat monitoring and behavioral anomaly detection for the Data Explorer estate are identified. Key Azure Policy built-ins applicable: ⚠️ [""Azure Data Explorer clusters should enable disk encryption""](https://www.azadvertizer.net/azpolicyadvertizer.html) (security-adjacent — no anomaly monitoring-specific built-in confirmed for Data Explorer in MCSB v2 preview).","Data Explorer DP-2 configuration assessed against MCSB baseline and clusters without Defender for Databases enablement, missing row-level security on sensitive tables, or absent query audit log routing identified.
Azure Policy coverage for Data Explorer threat monitoring controls evaluated; anomaly monitoring built-ins absent — assessment relies on Defender for Databases and Log Analytics diagnostic settings manual audit.
Gap findings documented with remediation scope and affected Data Explorer cluster, table-level security, and audit log routing configurations noted.",Security,uncertain
DP,[SEC-DP] Data Protection — MCSB v2,SEC-2,[SEC-2] Monitor Anomalies and Threats Targeting Sensitive Data: OpenAI,OpenAI,True,"As a cloud engineer, I want to assess Azure OpenAI sensitive data protection posture — content filtering policy coverage across all harm categories, input/output logging routing to Log Analytics for data exfiltration monitoring, managed identity authentication status replacing API key usage in code, and diagnostic log configuration — so that DP-2 gaps in AI service data threat monitoring and credential hygiene are identified. Key Azure Policy built-ins applicable: ⚠️ [""Azure OpenAI should use private link""](https://www.azadvertizer.net/azpolicyadvertizer.html) (network isolation adjacent — no content filtering or logging-specific built-in confirmed for OpenAI in MCSB v2 preview; verify against current policy list).","Azure OpenAI DP-2 configuration assessed against MCSB baseline and deployments without content filtering enabled, missing input/output logging to Log Analytics, or using API keys in application code identified.
Azure Policy coverage for OpenAI threat monitoring controls evaluated; gaps in built-in policy automation noted — assessment relies on Azure OpenAI Studio content filter settings and diagnostic log configuration manual audit.
Gap findings documented with remediation scope and affected OpenAI resource, content filter policy, logging configuration, and authentication method instances noted.",Security,uncertain
