Work Item Type,Title,Parent Title,Tags,Story Points,Description
User Story,"[SEC-DP-5] Use Customer-Managed Key When Required: Cosmos DB","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-5 controls for Azure Cosmos DB: CMK for encryption at rest; managed identity for Key Vault access; private endpoint; disable public network access; role-based access (no master keys in apps).
User Story,"[SEC-DP-5] Use Customer-Managed Key When Required: Synapse Analytics","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-5 controls for Azure Synapse Analytics: workspace CMK via managed identity and Key Vault; dedicated SQL pool TDE with CMK; encryption key rotation policy; double encryption for Confidential data.
User Story,"[SEC-DP-5] Use Customer-Managed Key When Required: Data Manager for Energy","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-5 controls for Azure Data Manager for Energy: CMK for data-at-rest encryption; customer-owned key management via Key Vault; OSDU encryption compliance; key rotation cadence.
User Story,"[SEC-DP-5] Use Customer-Managed Key When Required: Managed Instance for Apache Cassandra","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-5 controls for Managed Instance for Apache Cassandra: CMK for data-at-rest encryption via Key Vault; managed identity; private endpoint; disk encryption on Cassandra nodes.
User Story,"[SEC-DP-5] Use Customer-Managed Key When Required: NetApp Files","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-5 controls for Azure NetApp Files: volume encryption via NetApp Encryption; CMK via Azure Key Vault where supported; SMB Kerberos / NFS Kerberos for in-transit security; capacity pool encryption.
User Story,"[SEC-DP-6] Use a Secure Key Management Process: Key Vault","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-6 controls for Azure Key Vault: RBAC model (not legacy access policies); soft delete + purge protection; private endpoint; network firewall deny-public; key rotation policy (RSA-2048+; 1-year); all operations audit logged.
User Story,"[SEC-DP-6] Use a Secure Key Management Process: Key Vault Managed HSM","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-6 controls for Key Vault Managed HSM: FIPS 140-2 Level 3; built-in RBAC; purge protection; private endpoint; HSM key backup/restore policy tested.
User Story,"[SEC-DP-6] Use a Secure Key Management Process: Dedicated HSM","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-6 controls for Azure Dedicated HSM: customer-managed FIPS 140-2 Level 3 device; VNet integration; physical access controls validated; HSM zeroization policy documented; BYOL key management audited.
User Story,"[SEC-DP-7] Use a Secure Certificate Management Process","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v2-native; azure-infra-sec",,All TLS certs managed via Key Vault (App Service; API Management; Application Gateway cert bindings). Certificate expiry monitoring (alert at 30d and 7d). Auto-renewal for integrated certs. No self-signed certs in production.
User Story,"[SEC-DP-8] Ensure Security of Key and Certificate Repository: Data Box","[SEC-DP] Data Protection — MCSB v2","MCSB-v2; DP; v3; v2-paired; azure-infra-sec",,Assess DP-8 controls for Azure Data Box: physical chain of custody documentation; disk-level encryption during transit (BitLocker); NIST SP 800-88 data wipe on return; BitLocker keys in Key Vault; shipment tracking and tamper-evidence review.
User Story,"[SEC-AM-1] Track Asset Inventory and Their Risks: Resource Graph","[SEC-AM] Asset Management — MCSB v2","MCSB-v2; AM; v3; v2-paired; azure-infra-sec",,Assess AM-1 controls for Azure Resource Graph: cross-subscription inventory queries; tag compliance reporting; stale resource detection (orphaned disks/NICs/PIPs); security configuration drift queries.
User Story,"[SEC-AM-1] Track Asset Inventory and Their Risks: Migrate","[SEC-AM] Asset Management — MCSB v2","MCSB-v2; AM; v3; v2-paired; azure-infra-sec",,Assess AM-1 controls for Azure Migrate: discovered asset inventory accuracy; assessment data sensitivity; migration readiness security review; dependency analysis data access restriction.
User Story,"[SEC-AM-2] Use Only Approved Services: Policy","[SEC-AM] Asset Management — MCSB v2","MCSB-v2; AM; v3; v2-paired; azure-infra-sec",,Assess AM-2 controls for Azure Policy (resource allowlist): allowed resource types initiative at management group; deny unapproved resource types; allowed locations enforcement; Marketplace restriction policy.
User Story,"[SEC-AM-3] Ensure Security of Asset Lifecycle Management: Resource Mover","[SEC-AM] Asset Management — MCSB v2","MCSB-v2; AM; v3; v2-paired; azure-infra-sec",,Assess AM-3 controls for Azure Resource Mover: RBAC for move operations; security control validation post-move (NSG; private endpoint; tags); move collection audit logging; rollback capability tested.
User Story,"[SEC-AM-3] Ensure Security of Asset Lifecycle Management: DevTest Labs","[SEC-AM] Asset Management — MCSB v2","MCSB-v2; AM; v3; v2-paired; azure-infra-sec",,Assess AM-3 controls for DevTest Labs: approved VM image policy (marketplace images only); auto-shutdown enforced; cost limit enforcement; lab RBAC (no Owner for lab users); artifact source security.
User Story,"[SEC-AM-4] Limit Access to Asset Management: Resource Manager","[SEC-AM] Asset Management — MCSB v2","MCSB-v2; AM; v3; v2-paired; azure-infra-sec",,Assess AM-4 controls for Azure Resource Manager: management plane RBAC least privilege; CanNotDelete locks on production resources; ARM template deployment audit; no broad Contributor at tenant root.
User Story,"[SEC-AM-5] Use Only Approved Applications in Virtual Machine","[SEC-AM] Asset Management — MCSB v2","MCSB-v2; AM; v2-native; azure-infra-sec",,Defender for Cloud Adaptive Application Controls allowlist on production VMs. Software inventory via AMA. Detect and alert on unapproved software. Windows: AppLocker or WDAC policy. Linux: file integrity monitoring via MDE.
User Story,"[SEC-LT-1] Enable Threat Detection Capabilities: Defender for Cloud","[SEC-LT] Logging and Threat Detection — MCSB v2","MCSB-v2; LT; v3; v2-paired; azure-infra-sec",,Assess LT-1 controls for Microsoft Defender for Cloud: all Defender plans enabled (Servers P2; Storage; SQL; Containers; AppService; KeyVault; DNS; ARM; DevOps); MDE auto-provisioning for all VMs; alert routing to Sentinel.
User Story,"[SEC-LT-2] Enable Threat Detection for Identity and Access Management","[SEC-LT] Logging and Threat Detection — MCSB v2","MCSB-v2; LT; v2-native; azure-infra-sec",,Azure AD Identity Protection sign-in/user risk policies active. Entra ID Audit + Sign-in logs → Sentinel. Sentinel analytics rules: impossible travel; password spray; legacy auth; MFA fatigue. UEBA enabled.
User Story,"[SEC-LT-3] Enable Logging for Security Investigation","[SEC-LT] Logging and Threat Detection — MCSB v2","MCSB-v2; LT; v2-native; azure-infra-sec",,Azure Policy DeployIfNotExists: deploy diagnostic settings on all resource types → Log Analytics. Azure Activity Log forwarded. Resource log retention: 90 days interactive + 1 year archive. Remediation tasks executed for non-compliant resources.
User Story,"[SEC-LT-4] Enable Network Logging for Security Investigation","[SEC-LT] Logging and Threat Detection — MCSB v2","MCSB-v2; LT; v2-native; azure-infra-sec",,NSG Flow Logs v2 on all NSGs → Storage + Traffic Analytics enabled. Azure Firewall diagnostic logs → Log Analytics. Application Gateway access/WAF logs forwarded. DNS query logs via Defender for DNS.
User Story,"[SEC-LT-5] Centralize Security Log Management and Analysis: Sentinel","[SEC-LT] Logging and Threat Detection — MCSB v2","MCSB-v2; LT; v3; v2-paired; azure-infra-sec",,Assess LT-5 controls for Microsoft Sentinel: SIEM workspace configuration; data connector coverage (all Azure log sources); analytics rules mapped to MCSB v2 domains; RBAC for SOC analysts; incident assignment workflow.
User Story,"[SEC-LT-5] Centralize Security Log Management and Analysis: Monitor","[SEC-LT] Logging and Threat Detection — MCSB v2","MCSB-v2; LT; v3; v2-paired; azure-infra-sec",,Assess LT-5 controls for Azure Monitor: diagnostic settings deployment via Azure Policy (DeployIfNotExists); Log Analytics workspace consolidation; alert rules for critical security events; data collection rules (DCRs) for AMA.
User Story,"[SEC-LT-6] Configure Log Storage Retention","[SEC-LT] Logging and Threat Detection — MCSB v2","MCSB-v2; LT; v2-native; azure-infra-sec",,Log Analytics workspace: 90 days interactive retention. Auxiliary Logs tier for 1-year retention. Archive tier for 2-year compliance retention. Sentinel retention aligned. Storage Account WORM immutability for archived security logs.
User Story,"[SEC-LT-7] Use Approved Time Synchronization Sources","[SEC-LT] Logging and Threat Detection — MCSB v2","MCSB-v2; LT; v2-native; azure-infra-sec",,Azure VMs: Windows Time synced to Azure NTP (168.63.129.16). All VMs verified for consistent time (time skew >1min alert). Arc-enabled servers: NTP sync verification. Consistent timestamps required for Sentinel correlation accuracy.
User Story,"[SEC-IR-1] Establish an Incident Response Plan and Handling","[SEC-IR] Incident Response — MCSB v2","MCSB-v2; IR; v2-native; azure-infra-sec",,IR plan documented covering PICERL phases. Runbooks for: ransomware; account compromise; data exfiltration. Sentinel playbooks (Logic Apps) for automated containment. IR team contacts and escalation path documented. Annual IR plan review scheduled.
User Story,"[SEC-IR-2] Preparation: Setup Incident Notification","[SEC-IR] Incident Response — MCSB v2","MCSB-v2; IR; v2-native; azure-infra-sec",,Security contact (email + phone) in Defender for Cloud subscription settings. Alert notification for all severity levels. Action Groups: email + SMS + Teams webhook for High severity. Escalation matrix documented and tested.
User Story,"[SEC-IR-3] Detection and Analysis: Create Incidents Based on High Quality Alerts","[SEC-IR] Incident Response — MCSB v2","MCSB-v2; IR; v2-native; azure-infra-sec",,Sentinel analytics rules reviewed and tuned for all MCSB v2 domains. Alert suppression for known false positives (with approval). Alert quality metric: false positive rate <20%. UEBA entity insights used in triage. MDTI threat intelligence integrated.
User Story,"[SEC-IR-4] Detection and Analysis: Investigate an Incident","[SEC-IR] Incident Response — MCSB v2","MCSB-v2; IR; v2-native; azure-infra-sec",,Sentinel investigation graph available and SOC trained. Log queries documented for: lateral movement; data exfiltration; privilege escalation. MDE live response capability tested. Evidence collection SOP documented.
User Story,"[SEC-PV-1] Run Automated Vulnerability Scans: Defender for Cloud","[SEC-PV] Posture and Vulnerability Management — MCSB v2","MCSB-v2; PV; v3; v2-paired; azure-infra-sec",,Assess PV-1 controls for Defender for Cloud (Secure Score / posture angle): Defender for Servers P2 VA (Qualys/MDE-based); Secure Score ≥70% target; Critical CVE patch SLA 48h; High CVE 7-day SLA; container image scanning.
User Story,"[SEC-PV-2] Run Automated OS Patch Management","[SEC-PV] Posture and Vulnerability Management — MCSB v2","MCSB-v2; PV; v2-native; azure-infra-sec",,Azure Update Manager: patch assessment and deployment schedules for all VMs (Windows + Linux). Maintenance windows per environment. Critical patches within 48h. Monthly patch compliance report. Arc-enabled servers covered.
User Story,"[SEC-PV-3] Establish Secure Configurations for Compute Resources","[SEC-PV] Posture and Vulnerability Management — MCSB v2","MCSB-v2; PV; v2-native; azure-infra-sec",,CIS Benchmark Level 1 applied as baseline for all Windows and Linux VMs. Hardened golden images. Azure Machine Configuration (Guest Policy) for continuous OS configuration assessment. Container base images: distroless or hardened.
User Story,"[SEC-PV-4] Audit and Enforce Secure Configurations for Compute Resources","[SEC-PV] Posture and Vulnerability Management — MCSB v2","MCSB-v2; PV; v2-native; azure-infra-sec",,Azure Policy Machine Configuration: enforce CIS benchmarks on VMs. Remediation tasks automated for non-compliant. ≥90% compliant VM target. OPA Gatekeeper on AKS (deny privileged pods; require resource limits).
User Story,"[SEC-PV-5] Perform Vulnerability Assessments: Advisor","[SEC-PV] Posture and Vulnerability Management — MCSB v2","MCSB-v2; PV; v3; v2-paired; azure-infra-sec",,Assess PV-5 controls for Azure Advisor: security recommendations review and remediation tracking (ADO integration); recommendation suppression governance; integration with Defender for Cloud security recommendation feed.
User Story,"[SEC-PV-6] Rapidly and Automatically Remediate Vulnerabilities","[SEC-PV] Posture and Vulnerability Management — MCSB v2","MCSB-v2; PV; v2-native; azure-infra-sec",,Defender for Cloud one-click remediation and automated remediation tasks. Azure Policy remediation tasks scheduled. Vulnerability → ADO work item automation for Critical/High CVEs. Container image rebuild automation on base image CVE detection.
User Story,"[SEC-PV-7] Conduct Regular Red Team Operations","[SEC-PV] Posture and Vulnerability Management — MCSB v2","MCSB-v2; PV; v2-native; azure-infra-sec",,Annual red team exercise: external attack surface; identity attack paths; lateral movement. Purple team follow-up. Defender for Cloud attack path analysis and exposure management reviewed. Attack surface reduction metrics tracked.
User Story,"[SEC-ES-1] Use Endpoint Detection and Response (EDR): Virtual Machines (Linux)","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-1 controls for Virtual Machines (Linux): MDE for Linux deployed via Defender for Cloud auto-provisioning; EDR in Block mode; MDE telemetry → Sentinel; real-time protection active; onboarding compliance ≥99%.
User Story,"[SEC-ES-1] Use Endpoint Detection and Response (EDR): Virtual Machines (Windows)","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-1 controls for Virtual Machines (Windows): MDE deployed via Defender for Cloud auto-provisioning; EDR in Block mode; MDE connected to Sentinel; Defender Antivirus real-time protection; tamper protection enabled; onboarding compliance ≥99%.
User Story,"[SEC-ES-1] Use Endpoint Detection and Response (EDR): Virtual Machine Scale Sets","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-1 controls for Virtual Machine Scale Sets: MDE extension in VMSS model definition; auto-provisioning ensures new instances onboarded; uniform EDR telemetry from all scale set instances; VMSS security baseline.
User Story,"[SEC-ES-1] Use Endpoint Detection and Response (EDR): Arc-enabled Servers","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-1 controls for Arc-enabled Servers: MDE onboarding via Arc policy extension; EDR telemetry to same Sentinel workspace; patch management via Azure Update Manager; hybrid endpoint inventory in Defender for Cloud.
User Story,"[SEC-ES-1] Use Endpoint Detection and Response (EDR): Arc-enabled Kubernetes","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-1 controls for Arc-enabled Kubernetes: Defender for Containers on Arc-managed cluster; runtime threat detection; Kubernetes audit log → Sentinel; cluster security posture in Defender for Cloud.
User Story,"[SEC-ES-2] Use Modern Anti-Malware Software","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v2-native; azure-infra-sec",,Microsoft Defender Antivirus real-time protection on all Windows VMs (cloud-delivered protection on). Defender for Endpoint antimalware on Linux VMs. Scheduled scan policy. Antimalware exclusions documented; reviewed; and minimized. Coverage compliance report reviewed weekly.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: Container Registry","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for Azure Container Registry: Defender for Containers registry scanning; no Critical CVEs in production images; Notary v2 content trust (signed images only); pull-through cache security policy.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: Container Instances","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for Container Instances: images from trusted ACR only (no Docker Hub); vulnerability scan pre-deployment; no privileged containers; runtime security coverage via Defender for Containers.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: Kubernetes Service (AKS)","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for Azure Kubernetes Service: Defender for Containers runtime protection; image scanning at registry and runtime; OPA Gatekeeper (deny latest tag; no privileged pods; require resource limits); AppArmor/seccomp profiles.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: Kubernetes Service on Azure Stack HCI","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for AKS on Azure Stack HCI: Defender for Containers on HCI cluster; container image scanning; Arc-managed security policy enforcement; HCI node update and patch management.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: Red Hat OpenShift (ARO)","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for Azure Red Hat OpenShift: Defender for Containers integration; container image registry scanning; OCP Security Context Constraints (SCCs) enforced; MDE for node-level EDR on ARO compute.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: Defender for IoT","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for Microsoft Defender for IoT: OT sensor deployment on OT/ICS networks; device inventory completeness; anomaly detection for ICS/SCADA protocols (Modbus; DNP3; EtherNet/IP); alert integration to Sentinel.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: IoT Hub","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for Azure IoT Hub: device attestation (TPM/X.509); DPS enrollment group security; per-device credentials (no shared symmetric keys); Defender for IoT integration for device anomaly detection.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: IoT Central","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for Azure IoT Central: device credential security (X.509 preferred over SAS); role-based access for operators vs administrators; data export encryption; Defender for IoT integration.
User Story,"[SEC-ES-3] Ensure Anti-Malware Software and Signatures Updated: Sphere","[SEC-ES] Endpoint Security — MCSB v2","MCSB-v2; ES; v3; v2-paired; azure-infra-sec",,Assess ES-3 controls for Azure Sphere: OS security update enforcement (automatic updates mandatory); certificate-based device auth; application allow-listing (signed apps only); Sphere Security Service fleet monitoring.
User Story,"[SEC-BR-1] Ensure Regular Automated Backups: Backup","[SEC-BR] Backup and Recovery — MCSB v2","MCSB-v2; BR; v3; v2-paired; azure-infra-sec",,Assess BR-1 controls for Azure Backup: policy coverage for all production VMs; SQL; Blob Storage; Azure Files; Key Vault; geo-redundant Recovery Services vault; RPO/RTO defined per workload tier; immutable vault enabled.
User Story,"[SEC-BR-2] Protect Backup and Recovery Data","[SEC-BR] Backup and Recovery — MCSB v2","MCSB-v2; BR; v2-native; azure-infra-sec",,Backup vault: immutable vault enabled; soft delete (14-day); CMK for vault encryption. Separate RBAC for Backup Operator role (no production Owner access). Cross-subscription restore restrictions enforced. Backup data access reviewed quarterly.
User Story,"[SEC-BR-3] Monitor Backups","[SEC-BR] Backup and Recovery — MCSB v2","MCSB-v2; BR; v2-native; azure-infra-sec",,Azure Backup alerts for failed backup jobs → Action Group notification. Backup report via Azure Monitor Workbook. Alert triggers: job failure; backup not run in >25h; policy non-compliance. Weekly backup health review scheduled.
User Story,"[SEC-BR-4] Regularly Test Backup: Site Recovery","[SEC-BR] Backup and Recovery — MCSB v2","MCSB-v2; BR; v3; v2-paired; azure-infra-sec",,Assess BR-4 controls for Azure Site Recovery: replication health monitoring; quarterly failover test execution; RTO measurement vs target; failback validation in isolated environment; recovery plan reviewed semi-annually.
User Story,"[SEC-DS-1] Conduct Threat Modeling","[SEC-DS] DevOps Security — MCSB v2","MCSB-v2; DS; v2-native; azure-infra-sec",,Threat modeling using STRIDE methodology for all new infra and application designs. Microsoft Threat Modeling Tool or OWASP Threat Dragon. Design-phase review required (not post-deployment). Threat model artifacts stored in repo. Annual review cadence for existing systems.
User Story,"[SEC-DS-2] Ensure Software Supply Chain Security","[SEC-DS] DevOps Security — MCSB v2","MCSB-v2; DS; v2-native; azure-infra-sec",,Dependency scanning (Dependabot or Defender for DevOps) in all pipelines. SCA as CI gate. SBOM generation for all container builds. Trusted registry only (ACR with Notary v2 content trust). Package allowlist for npm/PyPI/NuGet.
User Story,"[SEC-DS-3] Secure DevOps Infrastructure","[SEC-DS] DevOps Security — MCSB v2","MCSB-v2; DS; v2-native; azure-infra-sec",,ADO: MFA enforced; no PAT in code (secret scanning active); PAT expiry ≤90 days. Pipeline service connections use Workload Identity Federation (no stored secrets). ADO audit log → Sentinel. Private build agents in VNet.
User Story,"[SEC-DS-4] Integrate Static Application Security Testing","[SEC-DS] DevOps Security — MCSB v2","MCSB-v2; DS; v2-native; azure-infra-sec",,SAST in CI pipeline: CodeQL for application code; Checkov for IaC (Terraform/Bicep/ARM). Block merge on Critical SAST findings. Secret detection via pre-commit hooks and pipeline scanning. Defender for DevOps IaC scanning integrated.
User Story,"[SEC-DS-5] Integrate Dynamic Application Security Testing","[SEC-DS] DevOps Security — MCSB v2","MCSB-v2; DS; v2-native; azure-infra-sec",,DAST scan on staging before production deploy (OWASP ZAP or equivalent). API security testing (OWASP API Top 10). Block production release on Critical DAST findings. DAST scan results tracked in ADO. Cadence: every release for internet-facing services.
User Story,"[SEC-DS-6] Enforce Security of Workload Throughout DevOps Lifecycle","[SEC-DS] DevOps Security — MCSB v2","MCSB-v2; DS; v2-native; azure-infra-sec",,Security gates in CI/CD: SAST; DAST; dependency scan; container image scan; IaC scan — all mandatory before production deploy. Branch protection: PR review + pipeline pass required. Production deploy approval gate. Drift detection weekly.
User Story,"[SEC-GS-1] Align Organization Roles, Responsibilities, and Accountabilities: Cost Management","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v3; v2-paired; azure-infra-sec",,Assess GS-1 controls for Azure Cost Management: RBAC for cost visibility; budget alerts per subscription/department; cost anomaly detection; departmental cost chargeback RACI aligned with security domain owners.
User Story,"[SEC-GS-2] Define and Implement Enterprise Segmentation Strategy","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v2-native; azure-infra-sec",,Management group hierarchy per business unit. Separate subscriptions for prod/dev/sandbox. Separation of duties: DevOps cannot approve own PRs or deploy to prod without second approval. Segmentation policy documented and reviewed annually.
User Story,"[SEC-GS-3] Define and Implement Data Protection Strategy","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v2-native; azure-infra-sec",,Data classification policy: 4 tiers (Public; Internal; Confidential; Restricted). Encryption requirements per tier. Data residency requirements documented. Key management policy (CMK for Confidential/Restricted). DLP policy coverage goal. Reviewed annually.
User Story,"[SEC-GS-4] Define and Implement Network Security Strategy","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v2-native; azure-infra-sec",,Network security strategy: zero-trust principles; private-by-default PaaS; hub-spoke topology; internet egress only via Azure Firewall Premium. AVNM security admin rules governance. Strategy reviewed annually.
User Story,"[SEC-GS-5] Define and Implement Security Posture Management Strategy: Policy","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v3; v2-paired; azure-infra-sec",,Assess GS-5 controls for Azure Policy (posture management): MCSB v2 initiative assigned at management group; Regulatory Compliance dashboard reviewed monthly; Secure Score target ≥70%; risk acceptance process documented.
User Story,"[SEC-GS-6] Define and Implement Identity and Privileged Access Strategy","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v2-native; azure-infra-sec",,Identity strategy: Entra ID as sole IdP; PIM for all privileged roles; zero standing access; phishing-resistant MFA (FIDO2) for all admins. Passwordless adoption roadmap. Identity governance maturity model. Strategy reviewed annually.
User Story,"[SEC-GS-7] Define and Implement Logging, Threat Detection and IR Strategy","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v2-native; azure-infra-sec",,Logging strategy: centralized Sentinel workspace; log retention policy; threat detection coverage map per MCSB v2 domain. IR strategy: Sentinel as SOAR; playbook library; MTTD and MTTR metrics tracked. Reviewed annually.
User Story,"[SEC-GS-8] Define and Implement Backup and Recovery Strategy: Managed Applications","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v3; v2-paired; azure-infra-sec",,Assess GS-8 controls for Azure Managed Applications: publisher identity verification; managed resource group lock (deny customer modification); application definition security review; managed identity for automation within managed app.
User Story,"[SEC-GS-9] Define and Implement Endpoint Security Strategy","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v2-native; azure-infra-sec",,Endpoint strategy: MDE on all VMs; EDR telemetry to Sentinel; patch SLAs (Critical 48h; High 7d); Defender for Containers for container workloads. Endpoint lifecycle: golden image; hardened baseline; decommission process. Reviewed annually.
User Story,"[SEC-GS-10] Define and Implement DevOps Security Strategy","[SEC-GS] Governance and Strategy — MCSB v2","MCSB-v2; GS; v2-native; azure-infra-sec",,DevSecOps strategy: SAST/DAST in CI; IaC scanning; supply chain (SBOM; signed images); security champion program. Security gates: no Critical findings shipped. SLSA Level 2 target. Reviewed annually.
